rank,code,score,close_price,volume,filters_passed,ma5_bias,ma5_slope,ma_trend,rsi,macd,bollinger,kdj,cci,atr,dmi,v_ratio10,obv,vma,cost_peak,profit_ratio,volatility,trend_strength
1,689009,19776009.514472116,43.86,9300107.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",-0.01747311827956992,-0.45000000000000284,0,22.147651006711413,-1.523799724827569,-0.587823688701998,19.420289855072497,-63.509525257077314,0.9600000000000009,-0.8699999999999974,0.9790101790412163,336192182.0,0.8288241658533292,0.05413105413105447,0.05413105413105447,0.0498073252385236,2.210803169385086
2,002131,19432685.379168976,8.05,5241681.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.02626211116777171,0.8200000000000003,1,66.29629629629632,-0.08656066566021625,0.6932886059363281,87.03703703703714,95.35801170689234,0.3099999999999996,-8.881784197001252e-16,1.0185563818675514,330355395.0,1.1195346160367012,1.0,1.0,0.03676855473356719,0.8166779993103984
3,002195,15604332.268882392,9.11,1200679.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.004853298036620393,0.35999999999999943,0,57.142857142857125,-0.2550389381424534,-0.13264224700619198,74.07407407407398,26.52404365811639,0.16000000000000014,-0.08000000000000007,0.6405375210470963,265273486.0,0.7015610429842347,0.3101604278074865,0.3101604278074865,0.050619744518680516,2.759814494161081
4,300058,13992888.814573068,16.54,4381318.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,turnover_rate,float_cap,sideways",0.0390752607111445,2.9499999999999993,1,71.40762463343107,-0.14433720003450468,0.8500078371830562,85.44973544973543,107.74658835919435,0.9699999999999989,-0.4400000000000013,0.8400237329264291,237878835.0,1.0563370620699448,0.9635258358662611,0.9635258358662611,0.06822529838805536,1.1274100458274408
5,601288,8686930.244781626,6.64,2830752.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.0015082956259426527,-0.05000000000000071,0,58.585858585858595,-0.013022883228991589,-0.04707366647176793,30.95238095238093,-0.12984010412227293,0.1200000000000001,0.08000000000000007,0.991975403863275,147677722.0,0.8163282726543445,0.3777777777777775,0.3777777777777775,0.019161124110552454,0.078456110786288
6,002456,8338304.159383627,9.41,1058015.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.03543133802816912,0.7599999999999998,0,71.88940092165899,-0.11488317787453539,0.6581176181889264,68.75,135.49480795183388,0.4299999999999997,0,1.1583021939114895,141750888.0,1.4406677304943776,0.8558558558558557,0.8558558558558557,0.0391374841167276,0.4568278477667169
7,300059,8214027.667355402,20.01,3459852.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,turnover_rate,float_cap,sideways",0.035071384233395446,1.5600000000000023,0,53.87596899224809,-0.5940524680715313,0.14884751810211078,78.67298578199055,100.16883579825867,0.75,0,1.0371827329147412,139638231.0,1.391302179833499,0.5016077170418015,0.5016077170418015,0.04879429512551972,1.2468902039967222
8,603993,7097041.994276008,18.86,1680806.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.006618274978650852,1.259999999999998,1,69.65174129353233,-0.5934224574088169,0.43811039322132583,75.64102564102562,83.76395551386483,0.38000000000000256,-0.26000000000000156,0.6799063473610035,120649479.0,0.6877289873009953,0.8088737201365183,0.8088737201365183,0.04746078563266964,0.5818199113165017
9,002716,6986150.9770952845,11.88,1008477.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",-0.0051917601741751284,0.5300000000000011,0,58.542141230068324,-0.496660353243465,-0.15023069768200392,50.3649635036497,-6.609617854089906,0.22000000000000064,-0.20000000000000107,0.6676278697067851,118764460.0,0.6461075695934907,0.3537735849056605,0.3537735849056605,0.04845105227258772,2.345482117656386
10,300315,6765957.60483362,4.96,1172089.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,turnover_rate,float_cap,sideways",0.010594947025264792,0.2999999999999998,0,55.78947368421052,-0.13745478575584524,0.04712232717990113,53.2258064516129,74.56210296826447,0.20999999999999996,0,1.1567863362719923,115021090.0,1.5137059410383984,0.49253731343283597,0.49253731343283597,0.039724295394303506,1.5792347487317848
11,601899,6659610.903266727,33.66,1765321.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",-0.00023761435190693453,1.25,1,64.12844036697246,-0.684958273894253,0.2202997270298005,54.73251028806578,36.72817523449711,0.4899999999999949,-0.39000000000000057,0.7396393897597217,113213224.0,0.7331013389145768,0.7096774193548377,0.7096774193548377,0.034430933779047365,0.9547781410039095
12,000617,6620526.2776778955,10.08,2584477.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",-0.04273504273504267,-1.4499999999999993,1,48.901098901098905,0.2425608611959369,-0.27013364998306366,16.336633663366342,-62.49553760038795,0.33000000000000007,0,0.4831172524136169,112548942.0,0.5521953373189322,0.1899441340782123,0.1899441340782123,0.042256346560389055,0.7111798853057366
13,600410,6259062.329029679,26.76,1130939.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",-0.006165044937978045,1.1600000000000001,1,60.95764272559853,0.18414306822200288,0.3010685467354394,59.65417867435161,71.07550834489078,0.6899999999999977,-0.4599999999999973,0.6817569130021612,106403861.0,0.7022638643895698,0.5804878048780492,0.5804878048780492,0.04565727144295139,1.446474582080879
14,002600,6226226.870473677,13.75,1040614.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.0322822822822824,1.1300000000000008,0,67.0807453416149,-0.30230178996141177,0.42476212883495673,87.9518072289157,129.84328347681821,0.4499999999999993,0.20999999999999908,1.1039088200130907,105845565.0,1.3241530357256925,0.6782178217821779,0.6782178217821779,0.042578909077668876,1.1503974322613408
15,601600,6223695.656188266,12.16,2447373.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",-0.001642036124794856,0.7699999999999996,0,61.53846153846155,-0.2540895933867908,0.20106604205356146,63.21839080459767,64.19557642143647,0.3899999999999988,-0.33999999999999986,0.7233480798582252,105802632.0,0.6768377076602977,0.44578313253012053,0.44578313253012053,0.05550723702940882,2.0901780642856
16,600601,5980733.998406518,10.49,1364085.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.030047132757266216,0.7100000000000009,0,68.38709677419354,-0.16202134460526452,0.6730080164649046,84.61538461538461,123.9518675966447,0.6799999999999997,0.2500000000000018,1.5095717930404222,101672193.0,1.908268639503232,0.826086956521739,0.826086956521739,0.03248785054061817,0.7350258200299294
17,000630,5910892.300456761,6.23,2590448.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.02366086099244169,0.41000000000000014,0,67.97752808988763,-0.21708579639519066,0.3699963328168961,96.2264150943397,115.15540471933025,0.20000000000000018,0.019999999999999574,1.0550415708163574,100484884.0,1.1348803326700907,0.6037735849056606,0.6037735849056606,0.04656009707208646,1.4978164798370697
18,600105,5749124.638174892,38.7,2175915.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.10647301006404403,8.490000000000002,1,88.67052023121387,2.334558673858993,1.18634046597362,92.84028324154212,133.68607859575647,2.9099999999999966,1.509999999999998,1.1891697598493718,97734779.0,1.1820849119980548,1.0,1.0,0.1338586218337413,2.609605655976705
19,601162,5550400.170657202,3.77,1357664.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.019469983775013414,0.18999999999999995,0,54.117647058823515,-0.08038959085509312,0.002077947031661516,73.33333333333333,62.450037005591945,0.11999999999999966,0,0.9212283732563237,94356608.0,1.22873181866272,0.45238095238095233,0.45238095238095233,0.03191697975490911,1.6623576253286592
20,601933,5227484.754917399,3.82,1380793.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.01975440469834486,0.1299999999999999,-1,57.69230769230768,-0.11611011875005639,-0.002192244578625232,66.66666666666661,9.372025951926007,0.1499999999999999,0.06000000000000005,1.5300316778442578,88867102.0,1.5949123792879802,0.4324324324324315,0.4324324324324315,0.029849069686027425,1.841485446044583
